id,date,cctv_1_image,cctv_2_image,cctv_3_image,sensor_1_value,sensor_2_value
1347,2024-11-27 18:37:00,C:\images\cctv_1_20241127225400.jpg,C:\images\cctv_2_20241127225400.jpg,C:\images\cctv_3_20241127225400.jpg,36555.0,6.0
1349,2024-11-27 20:42:00,C:\images\cctv_1_20241127212600.jpg,C:\images\cctv_2_20241127212600.jpg,C:\images\cctv_3_20241127212600.jpg,,6.0
1350,2024-11-27 20:59:00,C:\images\cctv_1_20241128023400.jpg,C:\images\cctv_2_20241128023400.jpg,C:\images\cctv_3_20241128023400.jpg,31744.0,8.0
1351,2024-11-27 21:26:00,,C:\images\cctv_2_20241128132600.jpg,C:\images\cctv_3_20241128132600.jpg,31580.0,5.0
1353,2024-11-27 22:54:00,C:\images\cctv_1_20241127202000.jpg,C:\images\cctv_2_20241127202000.jpg,C:\images\cctv_3_20241127202000.jpg,36282.0,5.0
1354,2024-11-28 00:01:00,C:\images\cctv_1_20241128131000.jpg,C:\images\cctv_2_20241128131000.jpg,C:\images\cctv_3_20241128131000.jpg,31058.0,4.0
1355,2024-11-28 00:05:00,,C:\images\cctv_2_20241128115700.jpg,,44383.0,7.0
1356,2024-11-28 00:54:00,C:\images\cctv_1_20241127204200.jpg,,,37824.0,6.0
1357,2024-11-28 01:55:00,C:\images\cctv_1_20241128163600.jpg,C:\images\cctv_2_20241128163600.jpg,C:\images\cctv_3_20241128163600.jpg,31473.0,4.0
1358,2024-11-28 02:30:00,C:\images\cctv_1_20241128034400.jpg,C:\images\cctv_2_20241128034400.jpg,C:\images\cctv_3_20241128034400.jpg,31327.0,5.0
1359,2024-11-28 02:34:00,C:\images\cctv_1_20241128155500.jpg,,C:\images\cctv_3_20241128155500.jpg,,4.0
1360,2024-11-28 03:04:00,C:\images\cctv_1_20241128105200.jpg,,C:\images\cctv_3_20241128105200.jpg,34271.0,5.0
1361,2024-11-28 03:44:00,,,C:\images\cctv_3_20241128030400.jpg,30407.0,4.0
1362,2024-11-28 04:00:00,C:\images\cctv_1_20241128023000.jpg,C:\images\cctv_2_20241128023000.jpg,C:\images\cctv_3_20241128023000.jpg,43760.0,8.0
1363,2024-11-28 04:14:00,C:\images\cctv_1_20241128085200.jpg,C:\images\cctv_2_20241128085200.jpg,C:\images\cctv_3_20241128085200.jpg,41153.0,8.0
1364,2024-11-28 04:39:00,C:\images\cctv_1_20241128162800.jpg,,C:\images\cctv_3_20241128162800.jpg,,8.0
1365,2024-11-28 04:53:00,C:\images\cctv_1_20241127205900.jpg,C:\images\cctv_2_20241127205900.jpg,C:\images\cctv_3_20241127205900.jpg,,4.0
1369,2024-11-28 06:12:00,C:\images\cctv_1_20241128101100.jpg,C:\images\cctv_2_20241128101100.jpg,C:\images\cctv_3_20241128101100.jpg,34461.0,8.0
1370,2024-11-28 06:26:00,C:\images\cctv_1_20241128095000.jpg,C:\images\cctv_2_20241128095000.jpg,C:\images\cctv_3_20241128095000.jpg,32447.0,10.0
1372,2024-11-28 06:39:00,C:\images\cctv_1_20241128062600.jpg,C:\images\cctv_2_20241128062600.jpg,C:\images\cctv_3_20241128062600.jpg,,4.0
1377,2024-11-28 09:38:00,C:\images\cctv_1_20241128065800.jpg,C:\images\cctv_2_20241128065800.jpg,C:\images\cctv_3_20241128065800.jpg,,10.0
1378,2024-11-28 09:50:00,C:\images\cctv_1_20241127173700.jpg,C:\images\cctv_2_20241127173700.jpg,,,7.0
1382,2024-11-28 11:20:00,C:\images\cctv_1_20241127182200.jpg,C:\images\cctv_2_20241127182200.jpg,C:\images\cctv_3_20241127182200.jpg,43535.0,6.0
1384,2024-11-28 11:57:00,C:\images\cctv_1_20241127183700.jpg,C:\images\cctv_2_20241127183700.jpg,C:\images\cctv_3_20241127183700.jpg,44217.0,8.0
1385,2024-11-28 12:20:00,C:\images\cctv_1_20241127182500.jpg,C:\images\cctv_2_20241127182500.jpg,C:\images\cctv_3_20241127182500.jpg,33666.0,8.0
1388,2024-11-28 14:12:00,C:\images\cctv_1_20241128053200.jpg,C:\images\cctv_2_20241128053200.jpg,C:\images\cctv_3_20241128053200.jpg,,7.0
1390,2024-11-28 15:55:00,C:\images\cctv_1_20241128061200.jpg,,C:\images\cctv_3_20241128061200.jpg,,4.0
1392,2024-11-28 16:36:00,,,,,6.0
1395,2024-11-28 18:00:00,C:\images\cctv_1_20241129125500.jpg,C:\images\cctv_2_20241129125500.jpg,,32781.0,8.0
1397,2024-11-28 18:33:00,C:\images\cctv_1_20241129025700.jpg,C:\images\cctv_2_20241129025700.jpg,,,5.0
1398,2024-11-28 19:02:00,C:\images\cctv_1_20241129034800.jpg,C:\images\cctv_2_20241129034800.jpg,C:\images\cctv_3_20241129034800.jpg,,5.0
1399,2024-11-28 20:24:00,C:\images\cctv_1_20241129055900.jpg,C:\images\cctv_2_20241129055900.jpg,,41797.0,7.0
1400,2024-11-28 20:35:00,C:\images\cctv_1_20241129012900.jpg,C:\images\cctv_2_20241129012900.jpg,C:\images\cctv_3_20241129012900.jpg,35505.0,7.0
1402,2024-11-28 21:05:00,C:\images\cctv_1_20241129103800.jpg,C:\images\cctv_2_20241129103800.jpg,C:\images\cctv_3_20241129103800.jpg,41769.0,8.0
1404,2024-11-28 21:19:00,C:\images\cctv_1_20241129043100.jpg,,C:\images\cctv_3_20241129043100.jpg,,9.0
1407,2024-11-28 22:50:00,C:\images\cctv_1_20241129024500.jpg,C:\images\cctv_2_20241129024500.jpg,C:\images\cctv_3_20241129024500.jpg,30229.0,4.0
1408,2024-11-28 23:14:00,C:\images\cctv_1_20241128183300.jpg,C:\images\cctv_2_20241128183300.jpg,C:\images\cctv_3_20241128183300.jpg,,7.0
1409,2024-11-28 23:48:00,C:\images\cctv_1_20241128234800.jpg,C:\images\cctv_2_20241128234800.jpg,C:\images\cctv_3_20241128234800.jpg,,5.0
1411,2024-11-29 01:36:00,C:\images\cctv_1_20241129153900.jpg,C:\images\cctv_2_20241129153900.jpg,C:\images\cctv_3_20241129153900.jpg,42181.0,7.0
1415,2024-11-29 02:57:00,C:\images\cctv_1_20241128211400.jpg,C:\images\cctv_2_20241128211400.jpg,C:\images\cctv_3_20241128211400.jpg,,6.0
1417,2024-11-29 03:53:00,C:\images\cctv_1_20241129134800.jpg,C:\images\cctv_2_20241129134800.jpg,C:\images\cctv_3_20241129134800.jpg,44119.0,10.0
1418,2024-11-29 03:54:00,C:\images\cctv_1_20241128173600.jpg,C:\images\cctv_2_20241128173600.jpg,C:\images\cctv_3_20241128173600.jpg,35183.0,7.0
1419,2024-11-29 04:04:00,C:\images\cctv_1_20241129074800.jpg,C:\images\cctv_2_20241129074800.jpg,C:\images\cctv_3_20241129074800.jpg,,4.0
1421,2024-11-29 04:14:00,C:\images\cctv_1_20241128211900.jpg,C:\images\cctv_2_20241128211900.jpg,C:\images\cctv_3_20241128211900.jpg,32730.0,5.0
1422,2024-11-29 04:31:00,C:\images\cctv_1_20241128231400.jpg,C:\images\cctv_2_20241128231400.jpg,C:\images\cctv_3_20241128231400.jpg,,9.0
1423,2024-11-29 04:41:00,,,C:\images\cctv_3_20241129041300.jpg,41331.0,8.0
1425,2024-11-29 05:30:00,C:\images\cctv_1_20241128225000.jpg,C:\images\cctv_2_20241128225000.jpg,C:\images\cctv_3_20241128225000.jpg,33881.0,7.0
1427,2024-11-29 06:44:00,C:\images\cctv_1_20241128181100.jpg,C:\images\cctv_2_20241128181100.jpg,C:\images\cctv_3_20241128181100.jpg,41457.0,7.0
1432,2024-11-29 10:20:00,C:\images\cctv_1_20241129102000.jpg,C:\images\cctv_2_20241129102000.jpg,C:\images\cctv_3_20241129102000.jpg,30899.0,9.0
1435,2024-11-29 12:55:00,,C:\images\cctv_2_20241129035300.jpg,C:\images\cctv_3_20241129035300.jpg,30660.0,9.0
1436,2024-11-29 13:48:00,C:\images\cctv_1_20241128203500.jpg,C:\images\cctv_2_20241128203500.jpg,C:\images\cctv_3_20241128203500.jpg,,4.0
1439,2024-11-29 15:39:00,C:\images\cctv_1_20241128190200.jpg,C:\images\cctv_2_20241128190200.jpg,C:\images\cctv_3_20241128190200.jpg,30257.0,5.0
1440,2024-11-29 15:39:00,,,,34570.0,5.0
1443,2024-11-29 17:10:00,C:\images\cctv_1_20241130003600.jpg,C:\images\cctv_2_20241130003600.jpg,C:\images\cctv_3_20241130003600.jpg,37190.0,7.0
1444,2024-11-29 17:12:00,C:\images\cctv_1_20241130030900.jpg,C:\images\cctv_2_20241130030900.jpg,C:\images\cctv_3_20241130030900.jpg,38193.0,10.0
1446,2024-11-29 17:29:00,C:\images\cctv_1_20241129220300.jpg,C:\images\cctv_2_20241129220300.jpg,C:\images\cctv_3_20241129220300.jpg,,9.0
1447,2024-11-29 17:33:00,C:\images\cctv_1_20241129210500.jpg,C:\images\cctv_2_20241129210500.jpg,C:\images\cctv_3_20241129210500.jpg,,5.0
1450,2024-11-29 18:12:00,C:\images\cctv_1_20241130021300.jpg,C:\images\cctv_2_20241130021300.jpg,C:\images\cctv_3_20241130021300.jpg,35296.0,5.0
1453,2024-11-29 21:05:00,C:\images\cctv_1_20241130121500.jpg,C:\images\cctv_2_20241130121500.jpg,C:\images\cctv_3_20241130121500.jpg,,6.0
1454,2024-11-29 21:07:00,C:\images\cctv_1_20241129181200.jpg,C:\images\cctv_2_20241129181200.jpg,C:\images\cctv_3_20241129181200.jpg,,7.0
1456,2024-11-29 22:03:00,C:\images\cctv_1_20241130011000.jpg,C:\images\cctv_2_20241130011000.jpg,C:\images\cctv_3_20241130011000.jpg,34032.0,8.0
1457,2024-11-29 23:27:00,C:\images\cctv_1_20241130090200.jpg,C:\images\cctv_2_20241130090200.jpg,,34640.0,9.0
1458,2024-11-29 23:30:00,C:\images\cctv_1_20241129172300.jpg,C:\images\cctv_2_20241129172300.jpg,C:\images\cctv_3_20241129172300.jpg,32003.0,4.0
1460,2024-11-30 00:53:00,C:\images\cctv_1_20241129180400.jpg,C:\images\cctv_2_20241129180400.jpg,C:\images\cctv_3_20241129180400.jpg,40856.0,8.0
1461,2024-11-30 01:10:00,C:\images\cctv_1_20241130005300.jpg,C:\images\cctv_2_20241130005300.jpg,C:\images\cctv_3_20241130005300.jpg,33589.0,8.0
1463,2024-11-30 02:13:00,C:\images\cctv_1_20241130154900.jpg,,C:\images\cctv_3_20241130154900.jpg,36372.0,4.0
1464,2024-11-30 02:26:00,C:\images\cctv_1_20241130131100.jpg,C:\images\cctv_2_20241130131100.jpg,C:\images\cctv_3_20241130131100.jpg,,10.0
1465,2024-11-30 02:30:00,C:\images\cctv_1_20241129201400.jpg,,C:\images\cctv_3_20241129201400.jpg,42603.0,7.0
1466,2024-11-30 03:09:00,C:\images\cctv_1_20241130121800.jpg,C:\images\cctv_2_20241130121800.jpg,C:\images\cctv_3_20241130121800.jpg,,4.0
1469,2024-11-30 04:25:00,C:\images\cctv_1_20241130165600.jpg,C:\images\cctv_2_20241130165600.jpg,C:\images\cctv_3_20241130165600.jpg,38444.0,5.0
1470,2024-11-30 04:51:00,C:\images\cctv_1_20241129171000.jpg,C:\images\cctv_2_20241129171000.jpg,C:\images\cctv_3_20241129171000.jpg,,7.0
1471,2024-11-30 08:38:00,,C:\images\cctv_2_20241130142900.jpg,C:\images\cctv_3_20241130142900.jpg,33742.0,4.0
1472,2024-11-30 08:48:00,C:\images\cctv_1_20241130011100.jpg,,C:\images\cctv_3_20241130011100.jpg,38683.0,5.0
1473,2024-11-30 08:56:00,C:\images\cctv_1_20241130042500.jpg,,,37291.0,8.0
1475,2024-11-30 09:45:00,C:\images\cctv_1_20241129213600.jpg,C:\images\cctv_2_20241129213600.jpg,C:\images\cctv_3_20241129213600.jpg,,6.0
1476,2024-11-30 10:02:00,C:\images\cctv_1_20241130032500.jpg,C:\images\cctv_2_20241130032500.jpg,C:\images\cctv_3_20241130032500.jpg,,6.0
1477,2024-11-30 10:47:00,C:\images\cctv_1_20241130132300.jpg,C:\images\cctv_2_20241130132300.jpg,C:\images\cctv_3_20241130132300.jpg,33460.0,5.0
1478,2024-11-30 12:15:00,C:\images\cctv_1_20241130152800.jpg,C:\images\cctv_2_20241130152800.jpg,C:\images\cctv_3_20241130152800.jpg,31623.0,5.0
1479,2024-11-30 12:18:00,C:\images\cctv_1_20241130143600.jpg,C:\images\cctv_2_20241130143600.jpg,C:\images\cctv_3_20241130143600.jpg,37763.0,6.0
1480,2024-11-30 12:37:00,C:\images\cctv_1_20241130085600.jpg,C:\images\cctv_2_20241130085600.jpg,C:\images\cctv_3_20241130085600.jpg,,10.0
1481,2024-11-30 12:50:00,C:\images\cctv_1_20241130104700.jpg,,C:\images\cctv_3_20241130104700.jpg,36257.0,8.0
1482,2024-11-30 13:11:00,,,C:\images\cctv_3_20241130022600.jpg,,9.0
1483,2024-11-30 13:23:00,C:\images\cctv_1_20241130125000.jpg,C:\images\cctv_2_20241130125000.jpg,C:\images\cctv_3_20241130125000.jpg,32922.0,7.0
1484,2024-11-30 14:25:00,C:\images\cctv_1_20241129210700.jpg,C:\images\cctv_2_20241129210700.jpg,C:\images\cctv_3_20241129210700.jpg,36976.0,4.0
1485,2024-11-30 14:29:00,C:\images\cctv_1_20241130083800.jpg,,,34053.0,8.0
1486,2024-11-30 14:36:00,C:\images\cctv_1_20241129171200.jpg,C:\images\cctv_2_20241129171200.jpg,C:\images\cctv_3_20241129171200.jpg,38728.0,9.0
1487,2024-11-30 15:28:00,C:\images\cctv_1_20241130163800.jpg,,C:\images\cctv_3_20241130163800.jpg,30846.0,10.0
1488,2024-11-30 15:49:00,,C:\images\cctv_2_20241129232700.jpg,,36394.0,10.0
1489,2024-11-30 15:52:00,,C:\images\cctv_2_20241129233000.jpg,C:\images\cctv_3_20241129233000.jpg,33905.0,4.0
1491,2024-11-30 16:55:00,C:\images\cctv_1_20241130165500.jpg,C:\images\cctv_2_20241130165500.jpg,C:\images\cctv_3_20241130165500.jpg,,4.0
1493,2024-11-30 17:10:00,C:\images\cctv_1_20241201073000.jpg,C:\images\cctv_2_20241201073000.jpg,C:\images\cctv_3_20241201073000.jpg,32679.0,4.0
1495,2024-11-30 17:48:00,C:\images\cctv_1_20241201054300.jpg,C:\images\cctv_2_20241201054300.jpg,C:\images\cctv_3_20241201054300.jpg,,9.0
1498,2024-11-30 19:09:00,,C:\images\cctv_2_20241201133300.jpg,C:\images\cctv_3_20241201133300.jpg,43344.0,5.0
1499,2024-11-30 19:38:00,C:\images\cctv_1_20241201080000.jpg,C:\images\cctv_2_20241201080000.jpg,C:\images\cctv_3_20241201080000.jpg,33848.0,9.0
1501,2024-11-30 21:06:00,,C:\images\cctv_2_20241201082600.jpg,C:\images\cctv_3_20241201082600.jpg,,7.0
1502,2024-11-30 21:07:00,C:\images\cctv_1_20241201090600.jpg,C:\images\cctv_2_20241201090600.jpg,C:\images\cctv_3_20241201090600.jpg,31247.0,4.0
1503,2024-11-30 22:17:00,,C:\images\cctv_2_20241201151700.jpg,C:\images\cctv_3_20241201151700.jpg,39640.0,9.0
1505,2024-11-30 22:56:00,C:\images\cctv_1_20241201082800.jpg,,C:\images\cctv_3_20241201082800.jpg,38582.0,4.0
1506,2024-11-30 23:14:00,C:\images\cctv_1_20241130174800.jpg,C:\images\cctv_2_20241130174800.jpg,,30876.0,6.0
